id,restaurant_name,rating,number_of_ratings,full_address,url
2157,Avion 58,4.0,47,"Praha, Komunardů 42, 17000",https://www.restu.cz/avion-58/
2158,U Kroka,4.7,112,"Praha, Vratislavova 12/28, 12800",https://www.restu.cz/u-kroka/
2159,Odpočívadlo,4.2,74,"Praha, Na Bělidle 40, 15000",https://www.restu.cz/odpocivadlo/
2160,Hudební klub Palmovka,4.3,225,"Praha, Pod Hájkem 1, 18000",https://www.restu.cz/hudebni-klub-palmovka/
2161,Dřevák,4.1,22,"Praha, Pod hájkem 1, 18000",https://www.restu.cz/drevak-palmovka/
2162,Refectory bar,0,1,"Praha, Letenská 12/33, 11800",https://www.restu.cz/refectory-bar/
2163,Oliva Nera,4.5,13,"Praha, Betlémské nám. 10/258, 11000",https://www.restu.cz/oliva-nera/
2164,Masala Letná,4.3,172,"Praha, Keramická 3, 17000",https://www.restu.cz/masala-letna/
2165,Starý pivovar,0,3,"Praha, Plzeňská 229, 15000",https://www.restu.cz/hotel-stary-pivovar/
2166,Indian By Nature II,4.4,9,"Praha, Mařákova 290/7, 16000",https://www.restu.cz/indian-by-nature-ii/
2167,Bollicine,0,1,"Praha, Korunní 810/104, 10100",https://www.restu.cz/bollicine/
2168,Pizzeria Pavaon Prosek,3.8,7,"Praha, Lovosická 21, 19000",https://www.restu.cz/pizzeria-pavaon-1/
2169,Tom's burger Valentinská,4.2,126,"Praha, Valentinská 9, 11000",https://www.restu.cz/toms-burger-valentinska/
2170,Pho original,4.6,6,"Praha, Záhřebská 468/21, 12000",https://www.restu.cz/pho-original/
2171,ONE Cafe Karlín,4.1,168,"Praha, Rohanské nábřeží 19, 18600",https://www.restu.cz/one-cafe-karlin/
2172,ONE Cafe Harfa,3.9,10,"Praha, Českomoravská 15, 19000",https://www.restu.cz/one-cafe-harfa/
2173,Pivovar Marina Holešovice,3.6,47,"Praha, Jankovcova 12, 17000",https://www.restu.cz/pivovar-marina-holesovice/
2174,Pizzeria Alcione,4.0,96,"Praha, Na Pankráci 1597/76, 14000",https://www.restu.cz/pizzeria-alcione/
2175,Pizzeria Vysočany,3.2,7,"Praha, Metro B - Vysočanská, vých. vestibul (směr Českomoravská), 19000",https://www.restu.cz/pizzeria-vysocany/
2176,Taverna Toscana Restaurant,0,1,"Praha, Malé náměstí 11, 11000",https://www.restu.cz/taverna-toscana-restaurant/
2177,Pizzeria Palatino Stodůlky,4.3,29,"Praha, Běhounkova 2579/8, 15800",https://www.restu.cz/pizzeria-palatino-stodulky/
2178,Brown Bag Burger,4.8,16,"Praha, Československé armády 714/30, 16000",https://www.restu.cz/brown-bag-burger-1/
2179,Pizzeria Palatino Háje,4.4,102,"Praha, Kosmická 537/2, 14900",https://www.restu.cz/pizzeria-palatino-haje-1/
2180,Čokoládová cukrárna,4.4,6,"Praha, Ostrovského 816/20, 15000",https://www.restu.cz/cokoladova-cukrarna/
2181,Cukrárna Sladké pozastavení,0,1,"Praha, Sluneční náměstí 2560/4, 15800",https://www.restu.cz/cukrarna-sladke-pozastaveni/
2182,Cukrárna Jeremenkova,0,1,"Praha, Jeremenkova 920/7, 14700",https://www.restu.cz/cukrarna-jeremenkova/
2183,Cukrárna u Arbesa,0,1,"Praha, Štefánikova 278/40, 15000",https://www.restu.cz/cukrarna-u-arbesa/
2184,Fox&Deer,0,1,"Praha, Jugoslávských partyzánů 1087/19, 16000",https://www.restu.cz/foxdeer/
2185,Snídejte Šampaňské v Modřanech,0,1,"Praha, Komořanská 2065/9, 14300",https://www.restu.cz/cukrarna-snidejte-sampanske-v-modranech/
2186,Snídejte šampaňské Na Malvazinkách,0,1,"Praha, Xaveriova 1941/56, 15000",https://www.restu.cz/cukrarna-snidejte-sampanske-na-malvazinkach/
2187,Cukrárna Pod Marjánkou,0,1,"Praha, Bělohorská 1393/44, 16900",https://www.restu.cz/cukrarna-pod-marjankou/
2188,Viktoria Písnice,0,1,"Praha, V zákopech 341/2, 14200",https://www.restu.cz/cukrarstvi-viktoria-pisnice/
2189,Cukrárna Viktoria na Břevnově,0,3,"Praha, Radimova 2322/40, 16900",https://www.restu.cz/cukrarstvi-viktoria-na-brevnove/
2190,Cukrárna U Břevnovského kláštera,0,2,"Praha, Bělohorská 724/134, 16000",https://www.restu.cz/cukrarna-u-brevnovskeho-klastera/
2191,Cukrárna La dolce vita Praha 7,0,1,"Praha, Pplk. Sochora 15, 17000",https://www.restu.cz/la-dolce-vita-praha-7/
2192,La dolce vita Praha 6 NC Kaufland,0,1,"Praha, Bělohorská 2552/48, 16200",https://www.restu.cz/la-dolce-vita-praha-6-nc-kaufland/
2193,"Čajovna Peklo, Nebe, Ráj",0,1,"Praha, Bořivojova 1102/43, 13000",https://www.restu.cz/cajovna-cajovy-bar-peklo-nebe-raj/
2194,Hostinec u Vody,0,1,"Praha, U vody 1403/1, 17000",https://www.restu.cz/hostinec-u-vody/
2195,Hospůdka v Áleji,0,1,"Praha, Vykáňská 1355/11, 10000",https://www.restu.cz/hospudka-v-aleji/
2196,U Součků,0,1,"Praha, Klapkova 171/54, 18200",https://www.restu.cz/hostinec-u-soucku/
2197,Hospůdka Monica,0,1,"Praha, Zenklova 616/166, 18000",https://www.restu.cz/hospudka-monica/
2198,Hospůdka U Dášenky,0,1,"Praha, K nádraží 104/20, 19015",https://www.restu.cz/hospudka-u-dasenky/
2199,U pečeného kolena,4.5,96,"Praha, U Michelského Mlýna 75/37, 14100",https://www.restu.cz/restaurace-u-peceneho-kolena/
2200,U Hubatků,4.0,21,"Praha, Pod pekárnami 161/7, 19000",https://www.restu.cz/u-hubatku/
2201,Restaurace Hormeda Praha,0,1,"Praha, Na zástřelu 422/15, 16900",https://www.restu.cz/restaurace-hormeda-praha/
2202,Restaurace v hotelu Monica - Praha,0,1,"Praha, Vlnitá 1710/31a, 14700",https://www.restu.cz/restaurace-v-hotelu-monica-praha/
2203,La Carezza Pizzeria Ristorante - Černý Most,0,2,"Praha, Chlumecká 765/6, 19800",https://www.restu.cz/la-carezza-pizzeria-ristorante-cerny-most/
2204,Bar & Restaurant Polo,3.7,16,"Praha, Jana Želivského 1790/35 , 13000",https://www.restu.cz/polo-bar-restaurant/
2205,Čajovna U zlatého kohouta,0,1,"Praha, Michalská 430/3, 11000",https://www.restu.cz/cajovna-u-zlateho-kohouta/
2206,Restaurant Můstek,0,1,"Praha, Na můstku 380/8, 11000",https://www.restu.cz/restaurant-mustek/
2207,U Modré růže,0,1,"Praha, Rytířská 403/16, 11000",https://www.restu.cz/restaurant-u-modre-ruze-1/
2208,Relax Café Bar,0,2,"Praha, Dlážděná 1586/4, 11000",https://www.restu.cz/relax-cafe-bar/
2209,Pizzerie Pasta e Basta,0,1,"Praha, Seifertova 876/7, 13000",https://www.restu.cz/pizzerie-pasta-e-basta/
2210,Victor,0,1,"Praha, Husitská 709/72, 13000",https://www.restu.cz/restaurace-victor/
2211,Vietnamské bistro Slunce,0,1,"Praha, Černokostelecká 961/119, 10000",https://www.restu.cz/vietnamske-bistro-slunce/
2212,Restaurace U Michálků,0,1,"Praha, Černokostelecká 1808/127, 10000",https://www.restu.cz/restaurace-u-michalku/
2213,Pizza U Hasičů,0,1,"Praha, Průběžná 1108/77, 10000",https://www.restu.cz/pizza-u-hasicu/
2214,Restaurace hotelu Mars,0,1,"Praha, Kubánské náměstí 1333/6, 10000",https://www.restu.cz/restaurace-hotelu-mars/
2215,Restaurace Na struze,0,1,"Praha, U nových vil 1335/23, 10000",https://www.restu.cz/restaurace-na-struze-1/
2216,Restaurace Fortuna City,0,1,"Praha, Bečvářova 2081/14, 10000",https://www.restu.cz/restaurace-fortuna-city/
2217,Café Empiria,0,1,"Praha, Na strži 1702/65, 14000",https://www.restu.cz/cafe-empiria/
2218,Kavárna Prádelna café,4.4,23,"Praha, Slavíkova 1606/21, 12000",https://www.restu.cz/pradelna-cafe/
2219,Cafe Reef club,0,1,"Praha, Krymská 56/39, 10100",https://www.restu.cz/cafe-reef-club/
2220,Caffé Trieste Koubkova,0,1,"Praha, Koubkova 685/16, 12000",https://www.restu.cz/caffe-trieste-praha/
2221,Oliveira Wine Tapas Market,4.8,10,"Praha, Čermákova 1231/4, 12000",https://www.restu.cz/oliveira-wine-tapas-market/
2222,ON Club,0,1,"Praha, Vinohradská 1789/40, 12000",https://www.restu.cz/on-club/
2223,Café V Lese,0,2,"Praha, Krymská 273/12, 11000",https://www.restu.cz/cafe-v-lese/
2224,Café Jehuda,0,1,"Praha, Blanická 691/12, 12000",https://www.restu.cz/cafe-jehuda/
2225,Divadelní kavárna U Hasičů,0,1,"Praha, Římská 2135/45, 12000",https://www.restu.cz/divadelni-kavarna-u-hasicu/
2226,Kavárna Paříž,0,1,"Praha, Francouzská 765/50, 10100",https://www.restu.cz/kavarna-pariz/
2227,NC Fénix Vysočanská,0,1,"Praha, Freyova 945/35 , 19000",https://www.restu.cz/nc-fenix-vysocanska/
2228,CAFÉ & CUKRÁRNA Sedláček,0,1,"Praha, Koněvova 1519/165, 13000",https://www.restu.cz/cafe-cukrarna-sedlacek/
2229,Cukrárna u Divadla,0,1,"Praha, U staré pošty 144/8, 14700",https://www.restu.cz/cukrarna-u-divadla/
2230,Cukrárna U Veletrhů,0,1,"Praha, Dukelských hrdinů 232/36, 17000",https://www.restu.cz/cukrarna-u-veletrhu/
2231,Belcredi caffe la torta Šimůnkova,0,1,"Praha, Šimůnkova 1625/1, 18200",https://www.restu.cz/belcredi-caffe-la-torta-simunkova/
2232,Kavárna Belcredi caffe Milady Horákové,3.4,10,"Praha, Milady Horákové 806/29, 17000",https://www.restu.cz/belcredi-caffe-la-torta-milady-horakove/
2233,Cukrárna U Elišky,0,1,"Praha, Litevská 1273/2, 10000",https://www.restu.cz/cukrarna-u-elisky/
2234,Cukrárna SMIS,0,1,"Praha, Jana Želivského 1860/27, 13000",https://www.restu.cz/cukrarna-smis/
2235,Cukrářství U Michala,0,1,"Praha, Podolská 134/29, 14700",https://www.restu.cz/cukrarstvi-u-michala/
2236,Cukrárna Jemnická,0,1,"Praha, Jemnická 313/15, 14000",https://www.restu.cz/cukrarna-jemnicka/
2237,Cukrárna Lucie,0,1,"Praha, Koněvova 129/10, 13000",https://www.restu.cz/cukrarna-lucie-2/
2238,Erhartova cukrárna Letná,0,5,"Praha, Milady Horákové 387/56, 17000",https://www.restu.cz/erhartova-cukrarna-letna-1/
2239,Erhartova cukrárna Vinohrady,4.6,12,"Praha, Vinohradská 2022/125, 13000",https://www.restu.cz/erhartova-cukrarna-vinohrady-1/
2240,Pizzeria Sicilia,4.0,79,"Praha, Korunní 1237/50, 12000",https://www.restu.cz/pizzeria-sicilia/
2241,Klub Baryton,0,1,"Praha, Husinecká 661/29, 13000",https://www.restu.cz/klub-baryton/
2242,Galerie Café,0,1,"Praha, Jagellonská 2430/20, 13000",https://www.restu.cz/galerie-cafe/
2243,Starbucks Coffee Avion Park Zličín,0,2,"Praha, Skandinávská 145/13, 15500",https://www.restu.cz/starbucks-coffee-avion-park-zlicin/
2244,Starbucks Coffee Ruzyně,0,1,"Praha, Aviatická - terminál sever 1, 16008",https://www.restu.cz/starbucks-coffee-ruzyne/
2245,Starbucks Coffee Centrum Černý Most,0,1,"Praha, Chlumecká 765/6, 19000",https://www.restu.cz/starbucks-coffee-centrum-cerny-most/
2246,Starbucks Coffee Dejvická,0,3,"Praha, Vítězné náměstí 577/2, 16000",https://www.restu.cz/starbucks-coffee-dejvicka/
2247,Cafe bar Elysium,0,1,"Praha, Na bojišti 1989/8, 12000",https://www.restu.cz/cafe-bar-elysium/
2248,TripleCaféBar,0,1,"Praha, Vinohradská 343/6, 12000",https://www.restu.cz/triplecafebar/
2249,Kinokavárna Situace,0,1,"Praha, Na kovárně 472/8, 10100",https://www.restu.cz/kinokavarna-situace/
2250,VRŠOVICKÁ BESEDA,0,1,"Praha, Pod stupni 144/6, 10100",https://www.restu.cz/vrsovicka-beseda/
2251,Strop Café,0,1,"Praha, Balbínova 192/14, 12000",https://www.restu.cz/strop-cafe/
2252,Kavárna Le Caveau,4.2,45,"Praha, Náměstí Jiřího z Poděbrad 1561/9, 13000",https://www.restu.cz/le-caveau/
2253,Divine Coffee & Wine,4.6,17,"Praha, Londýnská 315/71, 12000",https://www.restu.cz/divine-coffee-wine/
2254,Kavárna Bar Bubny,0,1,"Praha, Uralská 770/6, 16000",https://www.restu.cz/kavarna-bar-bubny/
2255,Restaurace PP Klub,0,1,"Praha, Jablonecká 322/72, 19000",https://www.restu.cz/restaurace-pp-klub/
2256,Cafe-Bistro CARinka,0,1,"Praha, Na vyhlídce 408/19, 19000",https://www.restu.cz/cafe-bistro-carinka/
2257,GAURI cukrárna a kavárna,0,1,"Praha, Velká skála 678/8, 18100",https://www.restu.cz/gauri-cukrarna-a-kavarna/
2258,Café Sladovna,0,1,"Praha, Heinemannova 2695/4, 16000",https://www.restu.cz/cafe-sladovna/
2259,Pizzeria & Ristorante SOLA ENOTRIA,0,4,"Praha, Lodžská 850/6, 18100",https://www.restu.cz/pizzeria-ristorante-sola-enotria/
2260,Kavárna Kravál na větvi,0,1,"Praha, Suchdolské náměstí 734/3 , 16500",https://www.restu.cz/kavarna-kraval-na-vetvi/
2261,Music Bar Klondajk,0,1,"Praha, Karlická 3/3, 15300",https://www.restu.cz/music-bar-klondajk/
2262,Pod Vyšehradem,0,1,"Praha, Vratislavova 32/4 , 12000",https://www.restu.cz/restaurace-pod-vysehradem/
2263,Oasis CITY,0,1,"Praha, Václavské náměstí 793/36, 11000",https://www.restu.cz/oasis-city/
2264,Bistro Schnitzel King,0,2,"Praha, Seifertova 1840/2 , 13000",https://www.restu.cz/bistro-schnitzel-king/
2265,Pizza Modena,0,1,"Praha, Javorová 963/2, 18200",https://www.restu.cz/pizza-modena/
2266,Jídelna Holešovice,0,1,"Praha, Jankovcova 1471/63, 17000",https://www.restu.cz/jidelna-holesovice/
2267,Pizza Papa Cipolla - Karlín,0,1,"Praha, Sokolovská 75/103, 18600",https://www.restu.cz/pizza-papa-cipolla-karlin/
2268,Pizza Papa Cipolla - Dejvice,0,1,"Praha, V. P. Čkalova 798/24, 16000",https://www.restu.cz/pizza-papa-cipolla-dejvice/
2269,PIZZA NA ZAVOLANOU,0,1,"Praha, Zderazská 46/2, 15300",https://www.restu.cz/pizza-na-zavolanou/
2270,na Václavce,4.5,19,"Praha, Na Václavce 1079/32, 15000",https://www.restu.cz/na-vaclavce/
2271,Botel Vodník,4.2,32,"Praha, Strakonická 5042/2, 15000",https://www.restu.cz/botel-vodnik/
2272,Steak House a Pizzerie Mondeo,0,1,"Praha, Kutnohorská 436/5, 10900",https://www.restu.cz/steak-house-a-pizzerie-mondeo/
2273,Staročeská pivnice,0,1,"Praha, Blažimská 1781/4, 14900",https://www.restu.cz/staroceska-pivnice/
2274,Bohemia Top Restaurant,0,1,"Praha, Blažimská 1781/4, 14900",https://www.restu.cz/bohemia-top-restaurant/
2275,Restaurant Moravia,0,1,"Praha, Blažimská 1781/4, 14900",https://www.restu.cz/moravia-restaurant/
2276,Restaurace Kanárek,0,1,"Praha, Proti proudu 1284/6  , 10200",https://www.restu.cz/restaurace-kanarek/
2277,U Bazénu,0,1,"Praha, Mírového hnutí 2137/7, 14900",https://www.restu.cz/hotel-a-restaurace-chodov/
2278,Restaurace Rezidence Emmy,0,1,"Praha, K Zelené louce 1484/2a, 14800",https://www.restu.cz/restaurace-rezidence-emmy/
2279,Restaurace Pension Bauernhof,0,1,"Praha, U Rakovky 702/18, 14800",https://www.restu.cz/restaurace-pension-bauernhof/
2280,Anette,0,1,"Praha, Svornosti 812/28, 15000",https://www.restu.cz/anette/
2281,Restaurant Svornost,0,1,"Praha, Novozámecká 284, 19012",https://www.restu.cz/restaurace-hotel-svornost/
2282,Restaurace Slavia,0,1,"Praha, Vladivostocká 1460/10, 10000",https://www.restu.cz/restaurace-slavia-3/
2283,Pizzeria a ristorante Casa Nostra,0,4,"Praha, Křenova 438/9  , 16200",https://www.restu.cz/pizzerie-a-restaurace-casa-nostra/
2284,Kavárna Cafe Cafe,4.7,19,"Praha, Rytířská 10, 11000",https://www.restu.cz/cafe-cafe-1/
2285,Victoria,0,1,"Praha, Štěpánská 645/33, 11000",https://www.restu.cz/restaurace-victoria-3/
2286,Asmera,0,1,"Praha, Štěpánská 645/33, 11000",https://www.restu.cz/restaurace-asmera/
2287,Otar,0,1,"Praha, Sevřená 1302/8, 14000",https://www.restu.cz/restaurace-otar/
2288,Restaurace U Černého orla,0,1,"Praha, Mostecká 279/11, 11800",https://www.restu.cz/restaurace-u-cerneho-orla/
2289,U Rudolfa II.,0,1,"Praha, Bělohorská 151/259  , 16900",https://www.restu.cz/u-rudolfa-ii/
2290,Restaurant Fortuna West,0,1,"Praha, Mrkvičkova 1091/2, 16300",https://www.restu.cz/restaurace-hotel-fortuna-west/
2291,Restaurace Hotel U České koruny,0,1,"Praha, Nad náměstím 105/7, 15500",https://www.restu.cz/restaurace-hotel-u-ceske-koruny/
2292,Na Korábě,3.7,6,"Praha, Zenklova 634/143, 18000",https://www.restu.cz/restaurace-na-korabe/
2293,Agnes,0,1,"Praha, Řásnovka 783/1, 11000",https://www.restu.cz/restaurant-agnes/
2294,V-Café Bar,0,1,"Praha, Žitná 572/46, 12000",https://www.restu.cz/v-cafe-bar/
2295,Restaurant Boutique Hotel Seven Days,0,1,"Praha, Žitná 572/46, 12000",https://www.restu.cz/restaurant-boutique-hotel-seven-days/
2296,P7 Restaurant,4.2,13,"Praha, Veletržní 1502/20, 17000",https://www.restu.cz/p7-restaurant/
2297,Kavárna Kávovarna,0,1,"Praha, Štěpánská 704/61, 11000",https://www.restu.cz/palac-lucerna-kavovarna/
2298,Sklípek U Zlatého hroznu,0,1,"Praha, Rumunská 124/24, 12000",https://www.restu.cz/sklipek-u-zlateho-hroznu/
2299,Klub Agharta Jazz Centrum,0,1,"Praha, Železná 491/16, 11000",https://www.restu.cz/agharta-jazz-centrum/
2300,Nostalgie,0,1,"Praha, Rybná 650/3, 11000",https://www.restu.cz/nostalgie/
2301,Havlíčkova restaurace,3.4,12,"Praha, Havlíčkova 1025/4, 11000",https://www.restu.cz/havlickova-restaurace/
2302,Amuse Restaurant - Golf Hodkovičky,0,4,"Praha, Vltavanů 546, 14700",https://www.restu.cz/amuse-restaurant-golf-hodkovicky/
2303,Branický Dvůr,0,1,"Praha, Pikovická 199/3, 14700",https://www.restu.cz/branicky-dvur/
2304,Osudová přitažlivost,0,1,"Praha, Lipanská 1059/2, 13000",https://www.restu.cz/osudova-pritazlivost/
2305,Šatlava - Praha Stodůlky,0,3,"Praha, Blattného 2343/13, 15800",https://www.restu.cz/satlava-praha-stodulky/
2306,Šatlava - Praha Strašnice,0,1,"Praha, Turnovského 263/4, 10000",https://www.restu.cz/satlava-praha-strasnice/
2307,Restaurant Český statek,0,1,"Praha, Stará obec 7, 19012",https://www.restu.cz/cesky-statek-penzion-a-restaurace/
2308,Karlův sklep,0,4,"Praha, Odborů 287/14, 12000",https://www.restu.cz/restaurace-karluv-sklep/
2309,Curry Masala,0,4,"Praha, Volkovova 633/28, 14900",https://www.restu.cz/curry-masala/
2310,pot-au-feu,4.8,23,"Praha, Rybná 13, 11000",https://www.restu.cz/pot-au-feu/
2311,Kavárna Café Martin Karlín,4.2,10,"Praha, Sokolovská 75/29, 18600",https://www.restu.cz/cafe-martin-karlin/
2312,Magic Club,0,1,"Praha, U libeňského pivovaru 1334/5, 18000",https://www.restu.cz/magic-club/
2313,Klášterní šenk,4.3,26,"Praha, Markétská 1/28, 16900",https://www.restu.cz/klasterni-senk-1/
2314,Hudební kavárna Dadap,0,3,"Praha, K Žižkovu 495/8, 19000",https://www.restu.cz/hudebni-kavarna-dadap/
2315,Restaurace Na Nádraží,0,1,"Praha, Českomoravská 316/24, 19000",https://www.restu.cz/restaurace-na-nadrazi-7/
2316,Restaurace Gusta,0,1,"Praha, K Řeporyjím 4/4, 15500",https://www.restu.cz/restaurace-gusta/
2317,Usedlost Kotlářka,0,1,"Praha, Kotlářka 115, 15000",https://www.restu.cz/usedlost-kotlarka/
2318,Penzion a restaurace Ganymed,0,1,"Praha, Branická 142/29, 14700",https://www.restu.cz/penziona-restaurace-ganymed/
2319,Restaurace Rozmarýn,0,4,"Praha, náměstí Osvoboditelů 26/1a, 15300",https://www.restu.cz/restaurace-rozmaryn/
2320,Pálavská vinárna - vinotéka,0,3,"Praha, Eliášova 793/27, 16000",https://www.restu.cz/palavska-vinarna-vinoteka/
2321,Šenkýrna Teodor,0,1,"Praha, Mikuleckého 1313/12, 14700",https://www.restu.cz/senkyrna-teodor/
2322,u Kristiána,4.1,23,"Praha, Vltavská 787/8, 15000",https://www.restu.cz/restaurace-u-kristiana/
2323,Restaurace Obzor,0,3,"Praha, Papírníkova 628/4, 14200",https://www.restu.cz/restaurace-obzor-2/
2324,Cukrárna U Školy,0,1,"Praha, Modřanská 608/10, 14300",https://www.restu.cz/cukrarna-u-skoly-1/
2325,Restaurace Peking,3.4,9,"Praha, Pujmanové 1218/10, 14000",https://www.restu.cz/restaurace-peking-1/
2326,Podolanka,0,1,"Praha, Podolská 401/50, 14700",https://www.restu.cz/jidelna-podolanka/
2327,Podolee Café-bar,4.1,23,"Praha, Podolská 445/40, 14700",https://www.restu.cz/podolee-cafe-bar/
2328,U Zlaté kotvy,0,1,"Praha, Vratislavova 68/19, 12800",https://www.restu.cz/u-zlate-kotvy/
2329,Pátá meta Café & Bar,0,1,"Praha, Zelenkova 530/3, 14200",https://www.restu.cz/pata-meta-cafe-bar/
2330,Kavárna TriCafe,0,2,"Praha, Anenská 188/3, 11000",https://www.restu.cz/tricafe/
2331,Loca restaurant & café bar,3.9,160,"Praha, Smetanovo nábřeží 203/24, 11000",https://www.restu.cz/loca-restaurant-cafe-bar/
2332,Pivovar Hostivar,4.4,129,"Praha, Lochotínská 656, 10900",https://www.restu.cz/pivovar-hostivar/
2333,Kavárna U Božího mlýna,0,1,"Praha, Salmovská 2036/15, 12000",https://www.restu.cz/kavarna-u-boziho-mlyna/
2334,Jin Xin,0,1,"Praha, Lípová 1650/8, 12000",https://www.restu.cz/restaurace-jin-xin/
2335,Cukrárna U Háje,0,1,"Praha, Hovorčovická 28, 18200",https://www.restu.cz/cukrarna-u-haje/
2336,Pivnice Šutka,0,3,"Praha, Čimická 442/33, 18200",https://www.restu.cz/pivnice-sutka/
2337,Restaurace U Sama,0,1,"Praha, Klapkova 127/6, 18200",https://www.restu.cz/restaurace-u-sama/
2338,Kavárna Čo-Xo,0,1,"Praha, Janovského 919/36, 17000",https://www.restu.cz/kavarna-co-xo/
2339,Nacafe,4.7,6,"Praha, Šmeralova 390/15, 17000",https://www.restu.cz/nacafe/
2340,Kavárna Café Lajka,0,1,"Praha, U akademie 366/11, 17000",https://www.restu.cz/cafe-lajka/
2341,Restaurant U Golema,0,1,"Praha, Maiselova 62/8, 11000",https://www.restu.cz/restaurant-u-golema/
2342,Kavárna Original Coffee,4.9,11,"Praha, Betlémská 261/12, 11000",https://www.restu.cz/kavarna-original-coffee/
2343,U zlatého tygra,4.5,9,"Praha, Husova 228/17, 11000",https://www.restu.cz/u-zlateho-tygra/
2344,U Staré paní,0,3,"Praha, Michalská 441/9, 11000",https://www.restu.cz/restaurace-u-stare-pani/
2345,Mls Bistros Praha Nerudova – Creperie U Kajetána,0,2,"Praha, Nerudova 248/17, 11800",https://www.restu.cz/mls-bistros-praha-nerudova-creperie-u-kajetana/
2346,Cafe Bar Archa u Prokůpků,0,1,"Praha, Náprstkova 214/7, 11000",https://www.restu.cz/cafe-bar-archa-u-prokupku/
2347,Hospoda Past,0,1,"Praha, U trati 3267/40b, 10000",https://www.restu.cz/hospoda-past/
2348,Bowle & Bowling Praha 10,0,1,"Praha, Starostrašnická 1002/58, 10000",https://www.restu.cz/bowle-bowling-praha-10/
